Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
31 August 2021, 1.1834, 129.95, 1.9558, 25.523, 7.4360, 0.85875, 348.80, 4.5296, 4.9359, 10.1625, 1.0799, 149.60, 10.2600, 7.4900, 86.7600, 9.8310, 1.6156, 6.1386, 1.4896, 7.6465, 9.2086, 16879.69, 3.7951, 86.3850, 1370.03, 23.7864, 4.9194, 1.6760, 58.765, 1.5897, 38.129, 17.2282, 
